,Join
7336,93714
7337,76943
7338,76944
7339,76945
7340,76946
7341,112387
7342,112388
7343,112684
7344,113801
7345,113802
7346,113803
7347,112389
7348,4946
7349,7552
7350,20040
7351,19328
7352,98172
7353,112390
7354,118656
7355,99324
7356,112391
7357,21543
7358,21655
7359,32112
7360,32113
7361,32114
7362,32115
7363,103067
7364,112392
7365,7738
7366,17974
7367,21621
7368,2239
7369,14761
7370,4301
7371,21581
7372,21673
7373,21535
7374,32116
7375,16555
7376,32117
7377,32118
7378,32119
7379,117945
7380,118659
7381,118660
7382,14769
7383,94351
7384,12098
7385,16578
7386,92602
7387,8876
7388,20523
7389,3659
7390,4380
7391,94350
7392,96128
7393,969
7394,99715
7395,12209
7396,103258
7397,118666
7398,12800
7399,15111
7400,16599
7401,21707
7402,21469
7403,5036
7404,118662
7405,2489
7406,12903
7407,118663
7408,21631
7409,21509
7410,103094
7411,115074
7412,115075
7413,118664
7414,118665
7415,115077
7416,115078
7417,118674
7418,76952
7419,76953
7420,92569
7421,92568
7422,103230
7423,118672
7424,76955
7425,76956
7426,118673
7427,32134
7428,32135
7429,115080
7430,115081
7431,117946
7432,118363
7433,100309
7434,117947
7435,103156
7436,112372
7437,48686
7438,112373
7439,20307
7440,4226
7441,17588
7442,16712
7443,95957
7444,7077
7445,7293
7446,9541
7447,102116
7448,102969
7449,92290
7450,95786
7451,15251
7452,2270
7453,2243
7454,96745
7455,98822
7456,101405
7457,104181
7458,154163
7459,4410
7460,20011
7461,11464
7462,102843
7463,118676
7464,118678
7465,118679
7466,109823
7467,109824
7468,118349
7469,118680
7470,118681
7471,112374
7472,112394
7473,101358
7474,105885
7475,109835
7476,154170
7477,118684
7478,118685
7479,109839
7480,162391
7481,118686
7482,103848
7483,118687
7484,102681
7485,95787
7486,92291
7487,97474
7488,1077
7489,118688
7490,118689
7491,32187
7492,32188
7493,118690
7494,92074
7495,14662
7496,14037
7497,14660
7498,14047
7499,6396
7500,15115
7501,1074
7502,32189
7503,32190
7504,118692
7505,118693
7506,115092
7507,112706
7508,112707
7509,99289
7510,92294
7511,105056
7512,92916
7513,92915
7514,92914
7515,6964
7516,10723
7517,97605
7518,19322
7519,102971
7520,103080
7521,103587
7522,104626
7523,112715
7524,98245
7525,105448
7526,105447
7527,105446
7528,100031
7529,103586
7530,112718
7531,100030
7532,98244
7533,103926
7534,118696
7535,118698
7536,100277
7537,100024
7538,105435
7539,105401
7540,92793
7541,92879
7542,101322
7543,102099
7544,115606
7545,118350
7546,109855
7547,98603
7548,32212
7549,32213
7550,32214
7551,32215
7552,94593
7553,96380
7554,101335
7555,92851
7556,101806
7557,101807
7558,105480
7559,118701
7560,92846
7561,118702
7562,32218
7563,32219
7564,118706
7565,104751
7566,115117
7567,115118
7568,118707
7569,108355
7570,118710
7571,118712
7572,112720
7573,112721
7574,118704
7575,118705
7576,115123
7577,115124
7578,109858
7579,118713
7580,109867
7581,109868
7582,118714
7583,190043
7584,118717
7585,118718
7586,190046
7587,109873
7588,109874
7589,115797
7590,190047
7591,115798
7592,108356
7593,115138
7594,109876
7595,109877
7596,109879
7597,109880
7598,115142
7599,190048
7600,190049
7601,94239
7602,101028
7603,96052
7604,93791
7605,104878
7606,93919
7607,104896
7608,102655
7609,185041
7610,102779
7611,115800
7612,115162
7613,115163
7614,104885
7615,115801
7616,115164
7617,115165
7618,115168
7619,115169
7620,185038
7621,115170
7622,7613
7623,3605
7624,4726
7625,9030
7626,12670
7627,1736
7628,4296
7629,16798
7630,94643
7631,96431
7632,98242
7633,98243
7634,10156
7635,9049
7636,105443
7637,4222
7638,2785
7639,7473
7640,17163
7641,190052
7642,190054
7643,17757
7644,9718
7645,17412
7646,115184
7647,190060
7648,190061
7649,190062
7650,190063
7651,190070
7652,115188
7653,190071
7654,190073
7655,109890
7656,190074
7657,17582
7658,190075
7659,100006
7660,101846
7661,107552
7662,109894
7663,109899
7664,109900
7665,118721
7666,2371
7667,12461
7668,19979
7669,12725
7670,12803
7671,20196
7672,109905
7673,109906
7674,112542
7675,103529
7676,105741
7677,112543
7678,115173
7679,20486
7680,2317
7681,17085
7682,117526
7683,117527
7684,103525
7685,2331
7686,96376
7687,101784
7688,103501
7689,103523
7690,101783
7691,92832
7692,96352
7693,105467
7694,118724
7695,118725
7696,118726
7697,112411
7698,118728
7699,115207
7700,106837
7701,112412
7702,115208
7703,105517
7704,118731
7705,118732
7706,112413
7707,115211
7708,105470
7709,118733
7710,106838
7711,118734
7712,115215
7713,106840
7714,109925
7715,106841
7716,106843
7717,118737
7718,106844
7719,32236
7720,32237
7721,118739
7722,118741
7723,104339
7724,118743
7725,32238
7726,32239
7727,185588
7728,109929
7729,109930
7730,114119
7731,118889
7732,115254
7733,115255
7734,118749
7735,118751
7736,118891
7737,111747
7738,114143
7739,113782
7740,118753
7741,118756
7742,115256
7743,115257
7744,115258
7745,112722
7746,112723
7747,114144
7748,105440
7749,103492
7750,112724
7751,112725
7752,112726
7753,112727
7754,112728
7755,112729
7756,114039
7757,112730
7758,112731
7759,42673
7760,109943
7761,94616
7762,98203
7763,109944
7764,101845
7765,118759
7766,118760
7767,101844
7768,101843
7769,109945
7770,100003
7771,109946
7772,118761
7773,118762
7774,118763
7775,117834
7776,118764
7777,118765
7778,118767
7779,25805
7780,25806
7781,82966
7782,25808
7783,25809
7784,82967
7785,117835
7786,105318
7787,114120
7788,82987
7789,82988
7790,112415
7791,65348
7792,117836
7793,82990
7794,82991
7795,82995
7796,82996
7797,112417
7798,112420
7799,83015
7800,83016
7801,83017
7802,117837
7803,109957
7804,118774
7805,118776
7806,83021
7807,109963
7808,109964
7809,83022
7810,83023
7811,118778
7812,118779
7813,105075
7814,99711
7815,103257
7816,101535
7817,109968
7818,109969
7819,118789
7820,118793
7821,83024
7822,83026
7823,83028
7824,83029
7825,102127
7826,109974
7827,109975
7828,118794
7829,83034
7830,83035
7831,83036
7832,83038
7833,92912
7834,97884
7835,105055
7836,94646
7837,118795
7838,21503
7839,21623
7840,21553
7841,21605
7842,18175
7843,40961
7844,63403
7845,83059
7846,83060
7847,83061
7848,83062
7849,105364
7850,94619
7851,105433
7852,62074
7853,54273
7854,62073
7855,46474
7856,50352
7857,65788
7858,65787
7859,42672
7860,42462
7861,46468
7862,72120
7863,135153
7864,109996
7865,109997
7866,162409
7867,92878
7868,96403
7869,100002
7870,96402
7871,94594
7872,155769
7873,110008
7874,110009
7875,110011
7876,110012
7877,155768
7878,155770
7879,148927
7880,83095
7881,83096
7882,110020
7883,110021
7884,83099
7885,83100
7886,83101
7887,83102
7888,110024
7889,110025
7890,103521
7891,94587
7892,83105
7893,83106
7894,98161
7895,98160
7896,92831
7897,114145
7898,96188
7899,101609
7900,103335
7901,99784
7902,92675
7903,92674
7904,101607
7905,101606
7906,103334
7907,118796
7908,118797
7909,110041
7910,110042
7911,92194
7912,110045
7913,110046
7914,114146
7915,110048
7916,110049
7917,110056
7918,110057
7919,110061
7920,110062
7921,115329
7922,115330
7923,115332
7924,105335
7925,115333
7926,115334
7927,115335
7928,115340
7929,115341
7930,115342
7931,110034
7932,78516
7933,78520
7934,105079
7935,78521
7936,92601
7937,94346
7938,94349
7939,94345
7940,99710
7941,103253
7942,101531
7943,101635
7944,103254
7945,101530
7946,96116
7947,114147
7948,117838
7949,94310
7950,97883
7951,97882
7952,105449
7953,110078
7954,110079
7955,110092
7956,110093
7957,110094
7958,110095
7959,98247
7960,110084
7961,110085
7962,117839
7963,115374
7964,115375
7965,115376
7966,115379
7967,115380
7968,110100
7969,110101
7970,114148
7971,110104
7972,98001
7973,101875
7974,96407
7975,110108
7976,105399
7977,92765
7978,25814
7979,25815
7980,98201
7981,25817
7982,25818
7983,99989
7984,103532
7985,96386
7986,105360
7987,105222
7988,78523
7989,78524
7990,78525
7991,105880
7992,94586
7993,115387
7994,105486
7995,115388
7996,92636
7997,99759
7998,94353
7999,94352
8000,105084
8001,110121
8002,105082
8003,110122
8004,110123
8005,99721
8006,97918
8007,110124
8008,99720
8009,110125
8010,110126
8011,112734
8012,112735
8013,118799
8014,110132
8015,118800
8016,117962
8017,117963
8018,110134
8019,110135
8020,116541
8021,110138
8022,110139
8023,118804
8024,116548
8025,118805
8026,118806
8027,112736
8028,76963
8029,112740
8030,110148
8031,112741
8032,112742
8033,112429
8034,76967
8035,118807
8036,76969
8037,76970
8038,112748
8039,112749
8040,112750
8041,112751
8042,112754
8043,76971
8044,112758
8045,112759
8046,118808
8047,118809
8048,118810
8049,110161
8050,110162
8051,112760
8052,110168
8053,110169
8054,110158
8055,110159
8056,92650
8057,105879
8058,105878
8059,101584
8060,94390
8061,94389
8062,96170
8063,110184
8064,105121
8065,110186
8066,110171
8067,110172
8068,114151
8069,103264
8070,103261
8071,101539
8072,97916
8073,110178
8074,110179
8075,92605
8076,94347
8077,105077
8078,112761
8079,106883
8080,100026
8081,96428
8082,96425
8083,105436
8084,106884
8085,101879
8086,106886
8087,106887
8088,106888
8089,50349
8090,106889
8091,54266
8092,69634
8093,50348
8094,69633
8095,65757
8096,99988
8097,98180
8098,92855
8099,93190
8100,99987
8101,101811
8102,101812
8103,106891
8104,94590
8105,92849
8106,103528
8107,92848
8108,101802
8109,94588
8110,101800
8111,103516
8112,96373
8113,92845
8114,98169
8115,112762
8116,106892
8117,108422
8118,112763
8119,112764
8120,110219
8121,110221
8122,112765
8123,106894
8124,110229
8125,110231
8126,112767
8127,112768
8128,112769
8129,112770
8130,117969
8131,63702
8132,117970
8133,58364
8134,114627
8135,106895
8136,117971
8137,105735
8138,106897
8139,114628
8140,106899
8141,106900
8142,105733
8143,108424
8144,112772
8145,108337
8146,114638
8147,114639
8148,62130
8149,112773
8150,114629
8151,114630
8152,114631
8153,114617
8154,114618
8155,105398
8156,105395
8157,92881
8158,98207
8159,103549
8160,96406
8161,105393
8162,103546
8163,99999
8164,114597
8165,114598
8166,101809
8167,117995
8168,114609
8169,114632
8170,96173
8171,101587
8172,92649
8173,97961
8174,92640
8175,96169
8176,105134
8177,105132
8178,103317
8179,94386
8180,101583
8181,105130
8182,101581
8183,96168
8184,97953
8185,99765
8186,97952
8187,101570
8188,114615
8189,103303
8190,99758
8191,97942
8192,101565
8193,99753
8194,92635
8195,94376
8196,103260
8197,69132
8198,49831
8199,49830
8200,69130
8201,57595
8202,114640
8203,112774
8204,112776
8205,114641
8206,114645
8207,114646
8208,104824
8209,114647
8210,114634
8211,49784
8212,69689
8213,114648
8214,118811
8215,114635
8216,114636
8217,114649
8218,114650
8219,114620
8220,114651
8221,46429
8222,69595
8223,42635
8224,58101
8225,54232
8226,69594
8227,69593
8228,50311
8229,115417
8230,115418
8231,25829
8232,25831
8233,25832
8234,115425
8235,25834
8236,25835
8237,115426
8238,25836
8239,25837
8240,115432
8241,115434
8242,115436
8243,92632
8244,115438
8245,115440
8246,96161
8247,94375
8248,101562
8249,105116
8250,92631
8251,97940
8252,94374
8253,105115
8254,96159
8255,101561
8256,92630
8257,97913
8258,105081
8259,25843
8260,25844
8261,25846
8262,25847
8263,114655
8264,96129
8265,97912
8266,92603
8267,99719
8268,99718
8269,115453
8270,114637
8271,115454
8272,115456
8273,103019
8274,25849
8275,25850
8276,115457
8277,7344
8278,17566
8279,9971
8280,12497
8281,17564
8282,4632
8283,2054
8284,9970
8285,12495
8286,114664
8287,114670
8288,115468
8289,110284
8290,110285
8291,114671
8292,115471
8293,115472
8294,115473
8295,99696
8296,103227
8297,105052
8298,98246
8299,114603
8300,115474
8301,115475
8302,115476
8303,115477
8304,46520
8305,114656
8306,115478
8307,62127
8308,58177
8309,46518
8310,114657
8311,115483
8312,103579
8313,115484
8314,98237
8315,115485
8316,105405
8317,98217
8318,96409
8319,108429
8320,94628
8321,115487
8322,98213
8323,115488
8324,92885
8325,94624
8326,92882
8327,105403
8328,94620
8329,98212
8330,98209
8331,115491
8332,115492
8333,104806
8334,114673
8335,110290
8336,110291
8337,104805
8338,117981
8339,117982
8340,104804
8341,104788
8342,25854
8343,25855
8344,25856
8345,25859
8346,25860
8347,25861
8348,25862
8349,25863
8350,25864
8351,92834
8352,99973
8353,96355
8354,99971
8355,97949
8356,103314
8357,103311
8358,105127
8359,103310
8360,101577
8361,94383
8362,96167
8363,97948
8364,103309
8365,103319
8366,25872
8367,53824
8368,65350
8369,69184
8370,49911
8371,69183
8372,61631
8373,65299
8374,42180
8375,99464
8376,101245
8377,25875
8378,25876
8379,25877
8380,25878
8381,114162
8382,25881
8383,25882
8384,25883
8385,25884
8386,113877
8387,104787
8388,114643
8389,105059
8390,101538
8391,99463
8392,99712
8393,25890
8394,25891
8395,53753
8396,25896
8397,25897
8398,42176
8399,57589
8400,57590
8401,61561
8402,65293
8403,69126
8404,102999
8405,110295
8406,104786
8407,110296
8408,110297
8409,110298
8410,118813
8411,104785
8412,118814
8413,114678
8414,118815
8415,118816
8416,187906
8417,114680
8418,114687
8419,114688
8420,105020
8421,115522
8422,115523
8423,115528
8424,115529
8425,96913
8426,114667
8427,95816
8428,114668
8429,95815
8430,114166
8431,114669
8432,115541
8433,92324
8434,94299
8435,99455
8436,110312
8437,110313
8438,110314
8439,110315
8440,95811
8441,115545
8442,104776
8443,58059
8444,104902
8445,58051
8446,101420
8447,42598
8448,101230
8449,92462
8450,101409
8451,99449
8452,99395
8453,102987
8454,4207
8455,4206
8456,101375
8457,95838
8458,95764
8459,95763
8460,95762
8461,92279
8462,101191
8463,108434
8464,92275
8465,101078
8466,101077
8467,104646
8468,105302
8469,103374
8470,110321
8471,110322
8472,110325
8473,110326
8474,110327
8475,110328
8476,93999
8477,104711
8478,101153
8479,104707
8480,25906
8481,25907
8482,110333
8483,110334
8484,102879
8485,104771
8486,104770
8487,25910
8488,102853
8489,104673
8490,92182
8491,92180
8492,99320
8493,104638
8494,113826
8495,93929
8496,110342
8497,95641
8498,104637
8499,101061
8500,110345
8501,102808
8502,101058
8503,99315
8504,110346
8505,110347
8506,110348
8507,118819
8508,118823
8509,118824
8510,118825
8511,110354
8512,110355
8513,110356
8514,110357
8515,118826
8516,166123
8517,110366
8518,110367
8519,110368
8520,110369
8521,110370
8522,110371
8523,110372
8524,118829
8525,118831
8526,118832
8527,118833
8528,104055
8529,110376
8530,110377
8531,110378
8532,110379
8533,110382
8534,110383
8535,110388
8536,110389
8537,110390
8538,110391
8539,104698
8540,101142
8541,93988
8542,110392
8543,110393
8544,92248
8545,101141
8546,102892
8547,92246
8548,104696
8549,102891
8550,95717
8551,97551
8552,102889
8553,110397
8554,102887
8555,110400
8556,95713
8557,97549
8558,97547
8559,112440
8560,112441
8561,92244
8562,94665
8563,92243
8564,97500
8565,97545
8566,97546
8567,100055
8568,101136
8569,101137
8570,98283
8571,101192
8572,101930
8573,102885
8574,92961
8575,102932
8576,103012
8577,97642
8578,100158
8579,103648
8580,104742
8581,102929
8582,94838
8583,110412
8584,100229
8585,95834
8586,99473
8587,110414
8588,94862
8589,93428
8590,1600
8591,102255
8592,92280
8593,102285
8594,104745
8595,104746
8596,99412
8597,102228
